,course_title,course_organization,course_certificate_type,course_time,course_rating,course_reviews_num,course_difficulty,course_url,course_students_enrolled,course_skills
565,Fundamentals of Engineering Exam Review,Georgia Institute of Technology,Course,1 - 3 Months,4.7,602,Mixed,https://www.coursera.org/learn/fe-exam,"84,550",[]
461,Fundamentals of Finance,University of Pennsylvania,Course,1 - 3 Months,3.9,811,Beginner,https://www.coursera.org/learn/finance-fundamentals,"81,485",[]
826,Fundamentals of Flight mechanics,ISAE-SUPAERO,Specialization,3 - 6 Months,4.7,333,Beginner,https://www.coursera.org/specializations/flight-mechanics-fundamentals,"4,773",[]
787,Fundamentals of GIS,"University of California, Davis",Course,1 - 4 Weeks,4.8,5.4k,Beginner,https://www.coursera.org/learn/gis,"155,248",[]
434,Fundamentals of Graphic Design,California Institute of the Arts,Course,1 - 3 Months,4.8,16.7k,Beginner,https://www.coursera.org/learn/fundamentals-of-graphic-design,"726,939",[]
566,Fundamentals of Immunology,Rice University,Specialization,3 - 6 Months,4.7,2.1k,Intermediate,https://www.coursera.org/specializations/immunology,"17,001","['Viral', 'Virus', 'Immune Deficiency', 'Viral Strategies', 'Cancer']"
631,Fundamentals of Machine Learning for Healthcare,Stanford University,Course,1 - 3 Months,4.8,338,Beginner,https://www.coursera.org/learn/fundamental-machine-learning-healthcare,"18,190",[]
737,Fundamentals of Music Theory,The University of Edinburgh,Course,1 - 3 Months,4.5,1.7k,Beginner,https://www.coursera.org/learn/edinburgh-music-theory,"333,391",[]
217,Fundamentals of Project Planning and Management,University of Virginia,Course,1 - 4 Weeks,4.7,9.2k,Beginner,https://www.coursera.org/learn/uva-darden-project-management,"311,043",[]
303,Fundamentals of Quantitative Modeling,University of Pennsylvania,Course,1 - 4 Weeks,4.6,8.6k,Mixed,https://www.coursera.org/learn/wharton-quantitative-modeling,"205,511",[]
789,Fundamentals of Reinforcement Learning,University of Alberta,Course,1 - 3 Months,4.8,2.7k,Intermediate,https://www.coursera.org/learn/fundamentals-of-reinforcement-learning,"81,048","['Machine Learning', 'Machine Learning Algorithms', 'Python Programming', 'Statistical Programming']"
994,Fundamentals of Social Media Advertising,Meta,Course,1 - 3 Months,4.8,2.1k,Beginner,https://www.coursera.org/learn/social-media-advertising-fundamentals,"79,644","['Social Media Marketing', 'Brand Management', 'Campaign Management', 'Ad Management']"
996,Fundamentals of Software Architecture for Big Data,University of Colorado Boulder,Course,1 - 4 Weeks,3.4,27,Advanced,https://www.coursera.org/learn/software-architecture-for-big-data-fundamentals,"4,775",[]
824,Fundamentals of Technology Sales,"University of Maryland, College Park",Course,1 - 3 Months,4.6,63,Beginner,https://www.coursera.org/learn/fundamentals-of-technology-sales,"5,689","['Sales Development', 'Sales Management', 'Sales Strategy', 'Sales', 'Sales Presentation']"
869,Fundamentals of Visualization with Tableau,"University of California, Davis",Course,1 - 4 Weeks,4.5,6.4k,Beginner,https://www.coursera.org/learn/data-visualization-tableau,"219,875",[]
419,Fundamentos de la gestión de proyectos,Google,Course,1 - 4 Weeks,4.9,4.4k,Beginner,https://www.coursera.org/learn/fundamentos-de-la-gestion-de-proyectos,"72,878",[]
587,Fundamentos del marketing digital y comercio electrónico,Google,Course,1 - 4 Weeks,4.9,389,Beginner,https://www.coursera.org/learn/fundamentos-del-marketing-digital-y-comercio-electronico,"17,882",[]
481,Fundraising and Development,"University of California, Davis",Specialization,3 - 6 Months,4.6,307,Beginner,https://www.coursera.org/specializations/fundraising-development,"11,904",[]
476,Futures Thinking,Institute for the Future,Specialization,3 - 6 Months,4.8,1.5k,Beginner,https://www.coursera.org/specializations/futures-thinking,"23,014","['Foresight', 'Creativity', 'Strategic Planning', 'Innovation', 'Leadership', 'Creativity', 'Strategic Planning', 'Future Forecasting', 'Gaming', 'Collaboration', 'Foresight', 'Creativity', 'Strategic Planning', 'Simulation', 'Innovation', 'Foresight', 'Creativity', 'Strategic Thinking', 'Scenario Development', 'Innovation', 'Foresight', 'Creativity', 'Strategic Thinking', 'Innovation', 'Leadership']"
683,"GIS, Mapping, and Spatial Analysis",University of Toronto,Specialization,3 - 6 Months,4.9,2.6k,Beginner,https://www.coursera.org/specializations/gis-mapping-spatial-analysis,"43,471","['Geographic Information System (GIS)', 'Cartography', 'Esri', 'Mapping', 'Spatial Analysis', 'Geographic Information System (GIS)', 'Cartography', 'Esri', 'Mapping', 'Spatial Analysis', 'Geographic Information System (GIS)', 'Cartography', 'Esri', 'Mapping', 'Spatial Analysis', 'Geographic Information System (GIS)', 'Cartography', 'Esri', 'Mapping', 'Spatial Analysis', 'Geographic Information System (GIS)', 'Cartography', 'Esri', 'Mapping', 'Spatial Analysis']"
622,GPU Programming,Johns Hopkins University,Specialization,3 - 6 Months,2.7,62,Intermediate,https://www.coursera.org/specializations/gpu-programming,"4,096","['Machine Learning', 'GPU', 'Parallel Computing', 'Image Processing', 'C++', 'Cuda', 'Python Programming', 'Thread (Computing)', 'C++', 'Cuda', 'Algorithms', 'C/C++', 'GPU', 'Nvidia', 'Cuda', 'Algorithms', 'C/C++', 'GPU', 'Nvidia', 'Data Science', 'Artificial Neural Network', 'Machine Learning', 'C++', 'Linear Algebra']"
302,Game Design: Art and Concepts,California Institute of the Arts,Specialization,3 - 6 Months,4.7,3.8k,Beginner,https://www.coursera.org/specializations/game-design,"41,752","['Interactive Storytelling', 'Game Design Document', 'Video Game Design', 'Game Design', 'Video Game Development', 'Gameplay', 'Level Design', 'Art', 'Level Design', 'Art', 'Video Game Design', 'Game Design', 'Video Game Development', 'Gameplay', 'Video Game Design', 'Game Design', 'Interactive Storytelling', 'Video Game Development', 'Video Game Design', 'Game Design']"
224,Game Theory,Stanford University,Course,1 - 3 Months,4.6,4.5k,Beginner,https://www.coursera.org/learn/game-theory-1,"481,743","['Game Theory', 'Backward Induction', 'Bayesian Game', 'Problem Solving']"
484,Gamification,University of Pennsylvania,Course,1 - 3 Months,4.8,2.4k,Mixed,https://www.coursera.org/learn/gamification,"151,315","['Psychology', 'Marketing', 'Game Design', 'Gamification']"
25,Generative AI with Large Language Models,DeepLearning.AI,Course,1 - 4 Weeks,4.8,1.1k,Intermediate,https://www.coursera.org/learn/generative-ai-with-llms,"124,330",[]
144,Generative Adversarial Networks (GANs),DeepLearning.AI,Specialization,1 - 3 Months,4.7,2.1k,Intermediate,https://www.coursera.org/specializations/generative-adversarial-networks-gans,"36,540","['Controllable Generation', 'WGANs', 'Conditional Generation', 'Components of GANs', 'DCGANs', 'Bias in GANs', 'StyleGANs', 'Pros and Cons of GANs', 'GANs Alternatives', 'GAN Evaluation', 'Pix2Pix', 'Image-to-Image Translation', 'CycleGANs', 'Convolutional Neural Network', 'Privacy Preservation']"
183,Genomic Data Science,Johns Hopkins University,Specialization,3 - 6 Months,4.5,6.1k,Intermediate,https://www.coursera.org/specializations/genomic-data-science,"21,742","['Bioinformatics Algorithms', 'Algorithms', 'Python Programming', 'Algorithms On Strings', 'Bioinformatics', 'Biopython', 'Genomics', 'Statistics', 'Data Science', 'Computational Biology', 'Samtools', 'Unix', 'Command-Line Interface', 'Data Analysis', 'R Programming', 'Biostatistics', 'Bioconductor', 'Bioinformatics', 'Bioconductor', 'Genomics', 'R Programming', 'Bioinformatics Algorithms', 'Algorithms', 'Python Programming', 'Algorithms On Strings', 'Bioinformatics', 'Statistics', 'Data Science', 'Computational Biology', 'Bioinformatics', 'Samtools', 'Unix', 'Command-Line Interface', 'Bioinformatics', 'Biopython', 'Python Programming', 'Genomics', 'Statistics', 'Data Analysis', 'R Programming', 'Biostatistics']"
990,Genomics: Decoding the Universal Language of Life,University of Illinois at Urbana-Champaign,Course,1 - 3 Months,4.6,296,Beginner,https://www.coursera.org/learn/genomics-research,"39,555",[]
239,Geographic Information Systems  (GIS),"University of California, Davis",Specialization,3 - 6 Months,4.8,5.8k,Beginner,https://www.coursera.org/specializations/gis,,"['Spatial Analysis', 'Data Analysis', 'Data Visualization (DataViz)', 'Software', 'Spatial Analysis', 'Analytics', 'Workflow', 'Data Management', 'Geospatial Analysis', 'arcgis pro', 'Spatial Analysis', 'arcgis', 'geoprocessing analysis']"
715,Gestion de projet de Google,Google,Professional Certificate,3 - 6 Months,4.4,18,Beginner,https://www.coursera.org/professional-certificates/gestion-de-projet-de-google,,"['Gestion des risques', 'Gestion de projet', 'Exécution du projet', 'Réflexion stratégique', 'Gestion de la qualité', 'Gestion Agile', 'Influencer Marketing', 'Encadrement', 'Résolution de problèmes', 'Scrum', 'Planification de projet', 'Approvisionnement', 'Estimation de la tâche', 'Gestion des partenaires', 'Communication efficace', 'Gestion du changement', 'Gestion de projets', 'Culture organisationnelle', 'Perfectionnement professionnel', 'Charte de projet', '_criture commerciale', 'Gestion des risques', 'Gestion de projet', 'Exécution du projet', 'Réflexion stratégique', 'Gestion de la qualité', 'Gestion du changement', 'Gestion de projets', 'Réflexion stratégique', 'Culture organisationnelle', 'Perfectionnement professionnel', 'Gestion Agile', 'Influencer Marketing', 'Encadrement', 'Résolution de problèmes', 'Scrum', 'Gestion des risques', 'Planification de projet', 'Approvisionnement', 'Estimation de la tâche', 'Réflexion stratégique', 'Gestion des partenaires', 'Charte de projet', 'Gestion de projet', '_criture commerciale', 'Réflexion stratégique', 'Gestion des partenaires', 'Gestion de projet', 'Résolution de problèmes', 'Gestion de la qualité', 'Communication efficace']"
88,Gestión de Proyectos de Google,Google,Professional Certificate,3 - 6 Months,4.9,5.6k,Beginner,https://www.coursera.org/professional-certificates/gestion-de-proyectos-de-google,"64,059","['Leadership and Management', 'Project Management', 'Strategy and Operations', 'Organizational Development', 'Planning', 'Strategy', 'Collaboration', 'Communication', 'Adaptability', 'Change Management', 'Risk Management', 'Budget Management', 'Pensamiento estratégico', 'Gestión de riesgos', 'Adquisiciones', 'Planificación de Proyectos', 'Estimación de tareas', 'Influencia', 'Asesoramiento', 'Resolución de problemas', 'Gestión con la metodología Agile', 'Scrum', 'Gestión de proyectos', 'Cultura de la organización', 'Pensamiento estratégico', 'desarrollo profesional', 'gestión de cambios', 'Resolución de problemas', 'Gestión de proyectos', 'Gestión de calidad', 'Comunicación efectiva', 'Gestión de los interesados', 'Gestión de proyectos', 'Gestión de calidad', 'Pensamiento estratégico', 'Gestión de riesgos', 'Ejecución del proyecto', 'Gestión de proyectos', 'Estatuto del proyecto', 'Pensamiento estratégico', 'Redacción de negocios', 'Gestión de los interesados']"
294,Get Started with Python,Google,Course,1 - 3 Months,4.8,560,Advanced,https://www.coursera.org/learn/get-started-with-python,"40,070",[]
568,Getting Started with AI using IBM Watson,IBM,Course,1 - 4 Weeks,4.5,2.8k,Beginner,https://www.coursera.org/learn/ai-with-ibm-watson,"52,159",[]
645,Getting Started with Git and GitHub,IBM,Course,1 - 4 Weeks,4.6,628,Beginner,https://www.coursera.org/learn/getting-started-with-git-and-github,"51,043",[]
394,Getting Started with Power BI Desktop,Coursera Project Network,Guided Project,Less Than 2 Hours,4.7,3.5k,Beginner,https://www.coursera.org/projects/power-bi-desktop,"90,815",[]
894,Getting Started with SAS Programming,SAS,Course,1 - 3 Months,4.8,2.9k,Beginner,https://www.coursera.org/learn/sas-programming-basics,"97,993","['SAS Studio', 'Import Data', 'Reports', 'Prepare Data', 'SAS Programs']"
245,Getting started with Google Workspace,Google Cloud,Specialization,3 - 6 Months,4.7,1.3k,Beginner,https://www.coursera.org/specializations/getting-started-with-google-workspace,"3,393","['Communication', 'Spreadsheet Software', 'Collaboration']"
870,Giving Helpful Feedback,University of Colorado Boulder,Course,1 - 3 Months,4.8,1.7k,Beginner,https://www.coursera.org/learn/feedback,"46,972","['Communication', 'Staff Management', 'Coaching', 'Performance Management']"
395,Global Diplomacy _ Diplomacy in the Modern World,University of London,Course,1 - 3 Months,4.7,4.6k,Mixed,https://www.coursera.org/learn/global-diplomacy,"172,087","['Policy Analysis', 'Art', 'History', 'International Relations']"
660,Global Diplomacy: the United Nations in the World,University of London,Course,1 - 3 Months,4.7,1.5k,Beginner,https://www.coursera.org/learn/global-diplomacy-un,"75,893",[]
243,Global Procurement and Sourcing,Rutgers the State University of New Jersey,Specialization,3 - 6 Months,4.7,1.8k,Beginner,https://www.coursera.org/specializations/procurement-sourcing,"23,157",[]
488,Go Beyond the Numbers: Translate Data into Insights,Google,Course,1 - 3 Months,4.8,275,Advanced,https://www.coursera.org/learn/go-beyond-the-numbers-translate-data-into-insight,"22,879",[]
919,Good with Words: Speaking and Presenting,University of Michigan,Specialization,3 - 6 Months,4.6,180,Beginner,https://www.coursera.org/specializations/good-with-words-speaking-and-presenting,"13,227","['Communication', 'Poise', 'Advocacy', 'Rhythm', 'Problem Solving', 'Dynamic Movement', 'Resilience', 'Optimism', 'Ingenuity', 'listening', 'Communication', 'Networking', 'Clarity', 'Ingenuity', 'empathy', 'Respect', 'Verbal Dexterity', 'Good Judgment']"
