,course_title,course_organization,course_certificate_type,course_time,course_rating,course_reviews_num,course_difficulty,course_url,course_students_enrolled,course_skills
621,Nuts and Bolts of U.S. Immigration Law,University of Pennsylvania,Course,1 - 4 Weeks,4.9,90,Intermediate,https://www.coursera.org/learn/us-immigration-law,"4,787",[]
163,OKR Certification: Leadership and Goal Setting,Measure What Matters,Course,1 - 4 Weeks,4.9,294,Beginner,https://www.coursera.org/learn/okr,"18,022",[]
540,Object Oriented Programming,University of London,Specialization,1 - 3 Months,4.7,50,Intermediate,https://www.coursera.org/specializations/object-oriented-programming-s12n,"2,191","['Software Engineering', 'Computer Programming', 'C++', 'Syntax', 'Iteration', 'Compiler', 'Exception Handling', 'Syntax', 'Iteration', 'Compiler', 'Exception Handling', 'Control Flow', 'Object-Oriented Programming (OOP)', 'C++', 'Command-Line Interface', 'Compiler', 'Syntax', 'Iteration', 'Compiler', 'Exception Handling', 'Syntax', 'Iteration', 'Compiler', 'Exception Handling']"
374,Object Oriented Programming in Java,Multiple educators,Specialization,3 - 6 Months,4.6,14.6k,Beginner,https://www.coursera.org/specializations/object-oriented-programming,"95,784","['Computer Programming', 'Algorithms', 'Data Structures', 'Algorithms', 'Problem Solving', 'String (Computer Science)', 'Java Programming', 'Data Structure', 'Cryptography', 'Hash Table', 'Java Programming', 'Logic Programming', 'Java Programming', 'Object-Oriented Programming (OOP)', 'Sorting Algorithm', 'Trees (Data Structures)', 'Data Structure', 'Linked List', 'Binary Tree']"
468,Object-Oriented Data Structures in C++,University of Illinois at Urbana-Champaign,Course,1 - 4 Weeks,4.7,2.8k,Intermediate,https://www.coursera.org/learn/cs-fundamentals-1,"97,228",[]
515,Oil & Gas Industry Operations and Markets,Duke University,Course,1 - 4 Weeks,4.8,5.7k,Mixed,https://www.coursera.org/learn/oilandgas,"130,236","['Energy', 'Geology', 'Directional Drilling', 'Enhanced Oil Recovery']"
572,Omnichannel Retail Strategy,University of Pennsylvania,Specialization,1 - 3 Months,4.7,281,Beginner,https://www.coursera.org/specializations/wharton-retail-strategy,"4,856","['Talent Management', 'Marketing Strategy', 'Performance Management', 'Analytics', 'Digital Supply Chain']"
142,Operating Systems and You: Becoming a Power User,Google,Course,1 - 3 Months,4.7,26.3k,Beginner,https://www.coursera.org/learn/os-power-user,"444,639",[]
828,Ordered Data Structures,University of Illinois at Urbana-Champaign,Course,1 - 4 Weeks,4.8,845,Mixed,https://www.coursera.org/learn/cs-fundamentals-2,"26,671","['Computer Programming', 'Data Structures', 'Algorithms', 'Programming Principles', 'Theoretical Computer Science']"
168,Organizational Analysis,Stanford University,Course,1 - 3 Months,4.6,1.4k,Beginner,https://www.coursera.org/learn/organizational-analysis,"166,626",[]
671,Organizational Change and Culture for Adopting Google Cloud,Google Cloud,Specialization,3 - 6 Months,4.7,3.5k,Beginner,https://www.coursera.org/specializations/organizational-change-and-culture-for-adopting-google-cloud,"4,595","['SRE Culture', 'Business Value', 'Organizational Culture']"
495,Organizational Leadership,Northwestern University,Specialization,3 - 6 Months,4.7,4.5k,Intermediate,https://www.coursera.org/specializations/organizational-leadership,"43,527","['Advertising', 'Data Analysis', 'Analytics', 'Marketing', 'Negotiation', 'Leadership', 'Team Management', 'Collaboration', 'Communication', 'Leadership', 'Innovation', 'Crisis Management', 'Communication', 'Negotiation', 'Leadership', 'Communications Management']"
765,"Organizational Leadership in Diversity, Equity & Inclusion",Rice University,Specialization,3 - 6 Months,4.8,179,Intermediate,https://www.coursera.org/specializations/organizational-leadership-in-diversity-equity-and-inclusion,"3,850",[]
377,Overcoming Dyslexia,Yale University,Course,1 - 3 Months,4.8,387,Beginner,https://www.coursera.org/learn/dyslexia,"35,429","['Dyslexia', 'Education', 'READING', 'Law', 'Learning']"
751,Palliative Care Always,Stanford University,Specialization,3 - 6 Months,4.6,88,Beginner,https://www.coursera.org/specializations/palliative-care-always,"3,013","['Transition to Hospice', 'Palliative Care', 'Supportive Care', 'Symptom Assessment and Management', 'Effective Communication', 'Advance Care Planning', 'patient-centered care', 'Palliative Care', 'Psychosocial Support', 'Survivorship', 'Spiritual Distress', 'Hospice', 'symptom management', 'Communication', 'patient-centered care', 'Symptom Assessment', 'Caregiver Support', 'Palliative Care', 'Psychosocial Support', 'Child Guidance', 'Self-Care', 'Palliative Care', 'Communication', 'Psychosocial Support', 'Goals of Care/ACP']"
561,Palo Alto Networks Cybersecurity,Palo Alto Networks,Professional Certificate,3 - 6 Months,4.6,392,Beginner,https://www.coursera.org/professional-certificates/palo-alto-networks-cybersecurity-fundamentals,"12,533","['Authentication', 'Cryptography', 'Security Design', 'Enterprise Private Network', 'Cloud Computing Security', 'Malware', 'Denial-Of-Service Attack (DOS)', 'Enterprise Private Network']"
712,Patient Safety,Johns Hopkins University,Specialization,3 - 6 Months,4.8,1.6k,Beginner,https://www.coursera.org/specializations/patient-safety,"19,068","['Patient Care', 'Patient Safety', 'Comprehensive Unit-Based Safety Program (Cusp) Toolkit', 'Quality Improvement', 'Leadership', 'Patient Safety', 'Plan Implementation', 'Quality Improvement', 'Project Management', 'Design Thinking', 'Quality Improvement', 'Change Management', 'Project Planning', 'Staff Engagement', 'Communication', 'Healthcare Leadership', 'Organizational Culture', 'Patient Safety', 'Risk Management', 'Project Sustainment', 'Plan Implementation', 'Patient Care', 'Systems Thinking', 'Quality Improvement', 'Data Analysis', 'Performance Measurement', 'Project Evaluation']"
173,People and Soft Skills for Professional and Personal Success,IBM,Specialization,1 - 3 Months,4.6,599,Beginner,https://www.coursera.org/specializations/people-and-soft-skills-for-professional-success,"12,173","['Presentation Skills', 'Communication Skills', 'Professional Development', 'People Skills', 'Soft skills', 'teamwork', 'Listening Skills', 'Soft skills', 'Communication', 'Critical Thinking', 'Social Skills', 'Professional Development', 'People Skills', 'Soft skills', 'Effective Communication', 'Listening Skills', 'People Management', 'Soft skills', 'Communication', 'Organizational Conflict', 'Professional Development', 'Soft skills', 'Problem Solving', 'Creative Thinking', 'Critical Thinking', 'Agility', 'Quality', 'Soft skills', 'Communication', 'Time management', 'Creative Skills', 'Presentation Skills', 'Soft skills', 'Communication', 'Powerpoint Skills']"
223,Pharmacy Technician Fundamentals,MedCerts,Specialization,3 - 6 Months,4.7,83,Beginner,https://www.coursera.org/specializations/pharmacy-technician-fundamentals,,"['Diversity and Cultural Bias Training', 'Emotional Strength', 'Patient Interaction', 'Professional Communication', 'Medical Ethics', 'Medical language', 'Medical Terminology', 'Knowledge of Major Diseases', 'human anatomy', 'Common Drugs and Usages', 'Understanding Pharmacy Terminology', 'Working in a Pharmacy Setting', 'Using Pharmacy Software', 'Reading Prescriptions', 'Liquid Prescriptions', 'Understanding Tablet and Capsule Prescriptions', 'Counting/Weighing/Measuring Medications', 'Calculating Dosages', 'Interpreting Prescriptions']"
389,Photography Basics and Beyond: From Smartphone to DSLR,Michigan State University,Specialization,3 - 6 Months,4.7,6.2k,Beginner,https://www.coursera.org/specializations/photography-basics,"121,570","['Confidence', 'History', 'Creativity', 'Photography', 'Art', 'Project', 'Photography', 'Writing']"
57,Play It Safe: Manage Security Risks,Google,Course,1 - 4 Weeks,4.8,3k,Beginner,https://www.coursera.org/learn/manage-security-risks,"136,823",[]
699,Politics and Economics of International Energy,Sciences Po,Course,1 - 3 Months,4.7,1.7k,Beginner,https://www.coursera.org/learn/global-energy,"64,223",[]
513,Positive Psychiatry and Mental Health,The University of Sydney,Course,1 - 3 Months,4.8,3.4k,Mixed,https://www.coursera.org/learn/positive-psychiatry,"258,706",[]
927,Positive Psychology,The University of North Carolina at Chapel Hill,Course,1 - 3 Months,4.7,5.8k,Mixed,https://www.coursera.org/learn/positive-psychology,"290,860",[]
688,Positive Psychology: Martin E. P. Seligman__ Visionary Science,University of Pennsylvania,Course,1 - 4 Weeks,4.9,5.7k,Beginner,https://www.coursera.org/learn/positive-psychology-visionary-science,"104,944","['Character Strengths And Virtues', 'Gratitude', 'Positive Education', 'Positive Psychology']"
463,PostgreSQL for Everybody,University of Michigan,Specialization,3 - 6 Months,4.7,1k,Intermediate,https://www.coursera.org/specializations/postgresql-for-everybody,"22,253","['Json', 'Database (DBMS)', 'Natural Language Processing', 'SQL', 'Database (DB) Design', 'SQL', 'Database (DBSM)', 'SQL', 'Database (DBSM)', 'Json', 'Natural Language Processing', 'SQL', 'Database (DBSM)', 'Database Architecture', 'SQL', 'Database (DBSM)']"
354,Power Electronics,University of Colorado Boulder,Specialization,3 - 6 Months,4.7,4k,Intermediate,https://www.coursera.org/specializations/power-electronics,"41,957","['Understand the fundamentals of magnetic components including inductors and transformers', 'Design and optimize inductors and transformers for switched-mode power converters', 'Analyze and model losses in magnetic components']"
184,Practical Data Science on the AWS Cloud,Multiple educators,Specialization,1 - 3 Months,4.5,511,Advanced,https://www.coursera.org/specializations/practical-data-science,"19,196","['Statistical Data Bias Detection', 'Multi-class Classification with FastText and BlazingText', 'Data ingestion', 'Exploratory Data Analysis', 'Automated Machine Learning (AutoML)', 'ML Pipelines and MLOps', 'Model Training and Deployment with BERT', 'Model Debugging and Evaluation', 'Feature engineering and feature store', 'Artifact and lineage tracking', 'Human-in-the-Loop Pipelines', 'Distributed Model Training and Hyperparameter Tuning', 'Cost Savings and Performance Improvements', 'A/B Testing and Model Deployment', 'Data Labeling at Scale']"
904,Practical Data Science with MATLAB,MathWorks,Specialization,3 - 6 Months,4.7,998,Beginner,https://www.coursera.org/specializations/practical-data-science-matlab,"24,838","['Data Analysis', 'Data Visualization (DataViz)', 'Matlab', 'Feature Engineering', 'Matlab', 'Data Cleansing', 'Machine Learning', 'Matlab', 'Predictive Modelling', 'Data Science', 'Predictive Modelling', 'Matlab', 'Machine Learning', 'Data Analysis']"
415,Practical Guide to Trading,Interactive Brokers,Specialization,3 - 6 Months,4.4,479,Beginner,https://www.coursera.org/specializations/financial-instruments-trading-investing,"23,102","['Fundamental Analysis', 'World Markets', 'Futures', 'Equities', 'Options Strategies', 'Sectors', 'Mutual Funds', 'Fundamental Analysis', 'Stocks', 'Business Cycle', 'FX Case Study', 'FX Trading', 'currency pairs', 'Foreign Exchange Market (FOREX)', 'Monetary Policy', 'Interest Rate', 'municipal bonds', 'Corporate Bond', 'bond analysis', 'Credit Rating', 'Option Terminology', 'Option Risks', 'Options Strategies', 'Practical Demos', 'Mechanics of Futures Market']"
879,Pre-MBA Statistics,IIMA - IIM Ahmedabad,Course,1 - 3 Months,4.5,138,Beginner,https://www.coursera.org/learn/pre-mbastatistics,"82,691",[]
95,Prepare Data for Exploration,Google,Course,1 - 3 Months,4.8,17k,Beginner,https://www.coursera.org/learn/data-preparation,"634,889",[]
307,Preparing  Data for Analysis with Microsoft Excel,Microsoft,Course,1 - 4 Weeks,4.7,425,Beginner,https://www.coursera.org/learn/preparing-data-for-analysis-with-microsoft-excel,"34,503",[]
82,Preparing for Google Cloud Certification: Cloud Architect,Google Cloud,Professional Certificate,3 - 6 Months,4.7,57.7k,Intermediate,https://www.coursera.org/professional-certificates/gcp-cloud-architect,"49,770","['Load Balancing', 'Virtual Private Network (VPN)', 'Google Cloud Platform', 'Autoscaling', 'Google Compute Engine', 'Virtual Machine', 'Network Architecture', 'Google App Engine (GAE)', 'Cloud Computing', 'Disaster Recovery', 'Site Reliability Engineering', 'Debugging', 'Cloud Storage', 'Data Store', 'Load Balancing', 'Virtual Private Network (VPN)', 'Google Cloud Platform', 'Autoscaling', 'Google Compute Engine', 'Virtual Machine', 'Network Architecture', 'Google Cloud Platform', 'Disaster Recovery', 'Site Reliability Engineering', 'Google Cloud Platform', 'Cloud Computing', 'Debugging', 'Cloud Storage', 'Data Store', 'Google Cloud Platform', 'Google Compute Engine', 'Google App Engine (GAE)', 'Google Cloud Platform', 'Cloud Computing']"
130,Preparing for Google Cloud Certification: Cloud Data Engineer,Google Cloud,Professional Certificate,3 - 6 Months,4.6,18.1k,Intermediate,https://www.coursera.org/professional-certificates/gcp-data-engineering,"80,573","['Cloud Computing', 'Google Cloud Platform', 'Big Data', 'Data Management', 'Databases', 'Machine Learning', 'Applied Machine Learning', 'SQL', 'Distributed Computing Architecture', 'Python Programming', 'Statistical Programming', 'Tensorflow', 'Bigquery', 'Google Cloud Platform', 'Cloud Computing']"
110,Preparing for Google Cloud Certification: Cloud DevOps Engineer,Google Cloud,Professional Certificate,3 - 6 Months,4.7,52.6k,Beginner,https://www.coursera.org/professional-certificates/sre-devops-engineer-google-cloud,"32,169","['SRE Culture', 'Business Value', 'Organizational Culture', 'Disaster Recovery', 'Site Reliability Engineering', 'Google Cloud Platform', 'Cloud Computing', 'Google Compute Engine', 'Google App Engine (GAE)', 'Google Cloud Platform', 'Cloud Computing', 'Continuous Delivery', 'Kubernetes', 'Google Cloud Platform', 'Jenkins (Software)']"
111,Preparing for Google Cloud Certification: Cloud Developer,Google Cloud,Professional Certificate,3 - 6 Months,4.7,51k,Intermediate,https://www.coursera.org/professional-certificates/google-cloud-developer,"6,541","['Application Programming Interfaces (API)', 'Cloud Functions', 'Identity Management (IDM)', 'Cloud Endpoints', 'Publish__ubscribe Pattern', 'Application Deployment', 'Debugging', 'Google Cloud', 'Cloud Computing', 'Execution Environments', 'Cloud Storage', 'Data Store', 'Google Cloud Platform', 'Cloud Computing', 'Google Compute Engine', 'Google App Engine (GAE)', 'Google Cloud Platform', 'Cloud Computing', 'Continuous Delivery', 'Kubernetes', 'Google Cloud Platform', 'Jenkins (Software)']"
84,Preparing for Google Cloud Certification: Cloud Engineer,Google Cloud,Professional Certificate,3 - 6 Months,4.7,57.5k,Intermediate,https://www.coursera.org/professional-certificates/cloud-engineering-gcp,"45,053","['Load Balancing', 'Virtual Private Network (VPN)', 'Google Cloud Platform', 'Autoscaling', 'Google Compute Engine', 'Virtual Machine', 'Network Architecture', 'Google Cloud Platform', 'Google Cloud', 'Cloud Computing', 'GCP Infrastructure', 'GCP ACE Certification', 'Debugging', 'Cloud Storage', 'Data Store', 'Google Cloud Platform', 'Google Compute Engine', 'Google App Engine (GAE)', 'Google Cloud Platform', 'Cloud Computing']"
125,Preparing for Google Cloud Certification: Cloud Network Engineer,Google Cloud,Professional Certificate,3 - 6 Months,4.7,48k,Intermediate,https://www.coursera.org/professional-certificates/google-cloud-networking,"13,710","['Google Compute Engine', 'Google App Engine (GAE)', 'Google Cloud Platform', 'Cloud Computing', 'Google Compute Engine', 'Google App Engine (GAE)', 'Google Cloud Platform', 'Cloud Computing']"
116,Preparing for Google Cloud Certification: Cloud Security Engineer,Google Cloud,Professional Certificate,3 - 6 Months,4.7,48.5k,Intermediate,https://www.coursera.org/professional-certificates/google-cloud-security,"7,365","['Create and understand custom IAM roles', 'Secure a Kubernetes environment', 'Create and configure network peering', 'Google Compute Engine', 'Google App Engine (GAE)', 'Google Cloud Platform', 'Cloud Computing']"
104,Preparing for Google Cloud Certification: Machine Learning Engineer,Google Cloud,Professional Certificate,3 - 6 Months,4.6,25.4k,Intermediate,https://www.coursera.org/professional-certificates/preparing-for-google-cloud-machine-learning-engineer-professional-certificate,"36,052","['Tensorflow', 'Bigquery', 'Google Cloud Platform', 'Cloud Computing', 'Application Programming Interfaces (API)', 'Inclusive ML', 'Machine Learning', 'Google Cloud Platform', 'Bigquery', 'Tensorflow', 'Machine Learning', 'Cloud Computing', 'Machine Learning', 'Python Programming', 'Build Input Data Pipeline', 'Tensorflow', 'keras', 'Tensorflow', 'Bigquery', 'Machine Learning', 'Data Cleansing']"
321,Pricing Strategy Optimization,University of Virginia,Specialization,3 - 6 Months,4.8,864,Beginner,https://www.coursera.org/specializations/uva-darden-bcg-pricing-strategy,"16,050","['Marketing', 'Strategy', 'Strategy and Operations', 'Sales', 'Business Analysis', 'Leadership and Management', 'Design and Product', 'Entrepreneurship', 'Accounting', 'Market Research', 'Data Analysis', 'Cost-Based Pricing', 'Channel and Direct-to-Consumer Pricing', 'Pricing Strategies', 'Price Discrimination', 'Price Elasticity Of Demand', 'Customer Willingness to Pay', 'Pricing Strategies', 'Customer Value-based Pricing', 'Measuring Customer Preferences', 'Customer Psychology', 'Competitor Pricing Models', 'Pricing Strategies', 'Pricing to Competition', 'Price Discrimination', 'Market Segmentation', 'Competition (Economics)', 'Conjoint Analysis', 'Pricing Strategies', 'Executive Presentation', 'Pricing Economics']"
297,Primeros Auxilios Psicológicos (PAP),Universitat Autònoma de Barcelona,Course,1 - 3 Months,4.8,9.9k,Mixed,https://www.coursera.org/learn/pap,"510,071",[]
334,Principles of Management,Johns Hopkins University,Course,1 - 4 Weeks,4.7,192,Mixed,https://www.coursera.org/learn/principles-of-management,"27,395",[]
545,Principles of Sustainable Finance,Erasmus University Rotterdam,Course,1 - 3 Months,4.7,1.5k,Intermediate,https://www.coursera.org/learn/sustainable-finance,"50,319",[]
171,Private Equity and Venture Capital,Universit_ Bocconi,Course,1 - 3 Months,4.8,7.8k,Mixed,https://www.coursera.org/learn/private-equity,"236,512","['Valuation (Finance)', 'Venture Capital', 'Venture Capital Financing', 'Private Equity']"
342,Probabilistic Graphical Models,Stanford University,Specialization,3 - 6 Months,4.6,1.5k,Advanced,https://www.coursera.org/specializations/probabilistic-graphical-models,"24,460","['Probability & Statistics', 'General Statistics', 'Graph Theory', 'Probability Distribution', 'Bayesian Statistics', 'Machine Learning', 'Decision Making', 'Bayesian Network', 'Graphical Model', 'Markov Random Field', 'Inference', 'Gibbs Sampling', 'Markov Chain Monte Carlo (MCMC)', 'Belief Propagation', 'Algorithms', 'Expectation__aximization (EM) Algorithm', 'Graphical Model', 'Markov Random Field']"
398,Probability & Statistics for Machine Learning & Data Science,DeepLearning.AI,Course,1 - 4 Weeks,4.6,156,Beginner,https://www.coursera.org/learn/machine-learning-probability-and-statistics,"26,659",[]
141,Process Data from Dirty to Clean,Google,Course,1 - 3 Months,4.8,12.9k,Beginner,https://www.coursera.org/learn/process-data,"530,748","['Spreadsheet', 'Data Cleansing', 'Sample Size Determination', 'SQL', 'Data Integrity']"
309,"Product Ideation, Design, and Management","University of Maryland, College Park",Specialization,3 - 6 Months,4.5,445,Beginner,https://www.coursera.org/specializations/product-ideation-design-and-management,"13,291","['Product Development', 'Ideation', 'Product Management', 'product design', 'Innovation', 'Product Development', 'Prototyping', 'Product Management', 'product design', 'User Experience (UX)', 'Product Development', 'Ideation', 'Product Management', 'product design', 'User Experience (UX)', 'Corporate Finance', 'Entrepreneurial Finance', 'Product Management', 'Venture Capital', 'Finance', 'Customer Development', 'Product Development', 'Marketing', 'Product Management', 'Leadership', 'Market Analysis', 'Ideation', 'Entrepreneurship', 'Innovation', 'Competitive Analysis']"
465,Professional Skills for the Workplace,"University of California, Davis",Specialization,3 - 6 Months,4.7,2.3k,Beginner,https://www.coursera.org/specializations/professional-skills-for-the-workplace,"17,679","['Critical Thinking', 'Decision-Making', 'Problem Solving', 'Brainstorming', 'Growth Strategies', 'Personal Advertisement', 'Planning', 'Adaptability', 'Resilience']"
669,Professionalism in Allied Health,MedCerts,Course,1 - 3 Months,4.8,68,Beginner,https://www.coursera.org/learn/professionalism-allied-health,"4,146",[]
844,"Programming Languages, Part A",University of Washington,Course,1 - 3 Months,4.9,1.8k,Intermediate,https://www.coursera.org/learn/programming-languages,"171,041",[]
215,Programming for Everybody (Getting Started with Python),University of Michigan,Course,1 - 3 Months,4.8,224.4k,Beginner,https://www.coursera.org/learn/python,"2,967,534",[]
642,Programming in C++: A Hands-on Introduction,Codio,Specialization,3 - 6 Months,4.6,884,Beginner,https://www.coursera.org/specializations/hands-on-cpp,"20,658","['Computer Science', 'Computer Programming', 'C++', 'Object-Oriented Programming (OOP)', 'Iteration', 'Variables', 'C++', 'Computer Science', 'Conditionals', 'vectors', 'Files', 'Strings', 'C++', 'Computer Science', 'Functions', 'Recursion', 'Objects', 'C++', 'Computer Science', 'Object-Oriented Programming (OOP)', 'Polymorphism', 'C++', 'Inheritance', 'Computer Science']"
464,Programming with Google Go,"University of California, Irvine",Specialization,3 - 6 Months,4.6,2.7k,Intermediate,https://www.coursera.org/specializations/google-golang,"39,652",[]
493,Programming with JavaScript,Meta,Course,1 - 3 Months,4.7,3k,Beginner,https://www.coursera.org/learn/programming-with-javascript,"120,805","['Test-Driven Development', 'JavaScript', 'Front-End Web Development', 'Object-Oriented Programming (OOP)']"
780,Project Execution,"University of California, Irvine",Course,1 - 3 Months,4.3,116,Beginner,https://www.coursera.org/learn/project-execution,,[]
186,Project Execution: Running the Project,Google,Course,1 - 3 Months,4.8,6.9k,Beginner,https://www.coursera.org/learn/project-execution-google,"268,981",[]
74,Project Initiation: Starting a Successful Project,Google,Course,1 - 4 Weeks,4.8,17.3k,Beginner,https://www.coursera.org/learn/project-initiation-google,"538,659",[]
225,Project Launch,"University of California, Irvine",Course,1 - 3 Months,4.7,238,Beginner,https://www.coursera.org/learn/project-management,"1,536",[]
232,Project Management,University of Colorado Boulder,Specialization,1 - 3 Months,4.8,415,Beginner,https://www.coursera.org/specializations/meem-project-management,"10,774","['Engineering management', 'Agile Management', 'Risk Management', 'Stakeholder Communications', 'Project Management', 'Resource Management', 'Engineering management', 'Business Communication', 'Team Management', 'Project Management', 'Project Planning', 'Engineering management', 'budget management', 'Risk Management', 'Project Management', 'Engineering management', 'Agile Management', 'Servant Leadership', 'Strategic Management', 'Project Management']"
281,Project Management & Other Tools for Career Development,"University of California, Irvine",Specialization,3 - 6 Months,4.7,34.7k,Beginner,https://www.coursera.org/specializations/project-management-success,"87,987","['Win-Win Game', 'Negotiation', 'Planning', 'Principled Negotiation', 'Decision Theory', 'analysis', 'Decision-Making', 'Problem Solving', 'Critical Thinking', 'Email Writing', 'Proofreading', 'Writing', 'Communication', 'Business Writing', 'Project Management', 'Project', 'Planning', 'Project Planning', 'Project Management', 'Change Control', 'Risk Management', 'Change Management']"
728,"Project Management Foundations, Initiation, and Planning",SkillUp EdTech,Course,1 - 3 Months,4.6,61,Beginner,https://www.coursera.org/learn/project-management-foundations-initiation-and-planning,"5,210","['Project Management', 'Project Planning', 'Project initiation']"
256,Project Management Principles and Practices,"University of California, Irvine",Specialization,3 - 6 Months,4.7,28.8k,Beginner,https://www.coursera.org/specializations/project-management,"199,104","['Project Management', 'Project', 'Planning', 'Project Planning', 'Schedule', 'Project Management', 'Budget', 'Budget Estimation', 'Project Management', 'Change Control', 'Risk Management', 'Change Management', 'Schedule', 'Project Management', 'Risk Management', 'Budget']"
744,Project Management: Foundations and Initiation,University of Colorado Boulder,Course,1 - 4 Weeks,4.8,280,Beginner,https://www.coursera.org/learn/project-management-foundations-initiation,"13,570","['Leadership and Management', 'Project Management', 'Planning', 'Strategy and Operations']"
477,Project Planning,"University of California, Irvine",Course,1 - 3 Months,4.8,167,Beginner,https://www.coursera.org/learn/project-planning-1,,['Leadership and Management']
121,Project Planning: Putting It All Together,Google,Course,1 - 3 Months,4.8,10.3k,Beginner,https://www.coursera.org/learn/project-planning-google,"340,727","['Project Planning', 'Strategic Thinking', 'Risk Management', 'Task Estimation', 'Procurement']"
32,Prompt Engineering for ChatGPT,Vanderbilt University,Course,1 - 3 Months,4.8,1.5k,Beginner,https://www.coursera.org/learn/prompt-engineering,"166,973","['prompt engineering', 'prompt patterns', 'large language models', 'ChatGPT', 'chain of thought prompting']"
190,Psychological First Aid,Johns Hopkins University,Course,1 - 3 Months,4.8,18.4k,Mixed,https://www.coursera.org/learn/psychological-first-aid,"504,778","['Reflective Listening', 'Active Listening', 'Crisis Intervention', 'Psychological First Aid']"
663,Psychological Research,American Psychological Association,Specialization,3 - 6 Months,4.9,8,Beginner,https://www.coursera.org/specializations/psychological-research,,"['Research And Design', 'Ethical Methods', 'Data Analysis', 'Statistics', 'Research Methods', 'Research And Design', 'Psychology', 'General Statistics', 'Research Design', 'Research Methods', 'Ethics', 'Research And Design', 'Political Science', 'History', 'Psychology', 'Psychology', 'Data Analysis', 'General Statistics', 'Statistical Hypothesis Testing', 'Research Methods']"
264,Put It to Work: Prepare for Cybersecurity Jobs,Google,Course,1 - 3 Months,4.9,757,Beginner,https://www.coursera.org/learn/prepare-for-cybersecurity-jobs,"45,614",[]
754,PwC GST Taxation Executive,PwC India,Professional Certificate,3 - 6 Months,4.6,48,Beginner,https://www.coursera.org/professional-certificates/pwc-gst-taxation-executive,"3,309","['GST technical', 'Concept of supply', 'Problem Solving', 'GST law', 'Interpretation', 'GST Compliances', 'Registration and Reconciliation', 'GST payments', 'Return filing', 'Data Collection', 'GST Compliances', 'E-invoicing & E-way bill', 'GST Reconciliation', 'Credit reconciliation', 'Credit distribution', 'Problem Solving', 'Input tax credit', 'Interpretation', 'Decision-Making', 'Refunds', 'Problem Solving', 'GST law', 'Interpretation', 'place of supply', 'Time of supply', 'GST technical', 'Decision-Making', 'Problem Solving', 'Decision-Making', 'GST law', 'GST technical', 'Assessments & Tax dispute resolution']"
213,Python 3 Programming,University of Michigan,Specialization,3 - 6 Months,4.7,21.1k,Beginner,https://www.coursera.org/specializations/python-3-programming,"213,784","['Data Structure', 'Python Programming', 'Data Evaluation', 'Code Debugging', 'Data Structure', 'Python Programming', 'Code Debugging', 'Python Programming', 'Code Testing', 'Code Debugging', 'Python Programming', 'Code Testing', 'Code Debugging', 'Data Collection', 'Python Programming', 'API Documentation']"
892,Python Basics,University of Michigan,Course,1 - 4 Weeks,4.8,16.8k,Beginner,https://www.coursera.org/learn/python-basics,"397,943",[]
462,Python Data Structures,University of Michigan,Course,1 - 3 Months,4.9,93.8k,Beginner,https://www.coursera.org/learn/python-data,"992,687","['Computer Programming', 'Python Programming']"
424,Python Programming Fundamentals,Duke University,Course,1 - 4 Weeks,4.3,6,Beginner,https://www.coursera.org/learn/python-programming-fundamentals,"4,273",[]
840,Python Project for Data Engineering,IBM,Course,1 - 4 Weeks,4.6,464,Intermediate,https://www.coursera.org/learn/python-project-for-data-engineering,"31,641","['Information Engineering', 'Python Programming', 'Extract Transform and Load (ETL)', 'Data Engineer', 'Web Scraping']"
325,Python Project for Data Science,IBM,Course,1 - 4 Weeks,4.5,3.6k,Intermediate,https://www.coursera.org/learn/python-project-for-data-science,"162,845",[]
762,Python and Statistics for Financial Analysis,The Hong Kong University of Science and Technology,Course,1 - 4 Weeks,4.4,3.9k,Intermediate,https://www.coursera.org/learn/python-statistics-financial-analysis,"204,085","['Computer Programming', 'Data Analysis', 'Finance', 'Probability & Statistics', 'Python Programming']"
696,Python for Cybersecurity,Infosec,Specialization,3 - 6 Months,4.5,326,Intermediate,https://www.coursera.org/specializations/pythonforcybersecurity,"12,700","['pre-att&ck', 'Python Programming', 'Cybersecurity', 'attack and defend', 'Computer Programming', 'introduction to python for cybersecurity', 'Persistence', 'Python Programming', 'privilege escalation and evasion', 'Cybersecurity', 'Execution', 'Python Programming', 'active defense']"
148,"Python for Data Science, AI & Development",IBM,Course,1 - 3 Months,4.6,33.6k,Beginner,https://www.coursera.org/learn/python-for-applied-data-science-ai,"661,840","['Data Science', 'Python Programming', 'Data Analysis', 'Pandas', 'Numpy']"
49,Python for Everybody,University of Michigan,Specialization,3 - 6 Months,4.8,267.9k,Beginner,https://www.coursera.org/specializations/python,"1,552,603","['Json', 'Xml', 'Python Programming', 'Database (DBMS)', 'Python Syntax And Semantics', 'Data Structure', 'Tuple', 'Python Programming', 'Python Syntax And Semantics', 'Basic Programming Language', 'Computer Programming', 'Python Programming', 'Python Programming', 'Database (DBMS)', 'Sqlite', 'SQL', 'Data Analysis', 'Python Programming', 'Database (DBMS)', 'Data Visualization (DataViz)', 'Json', 'Xml', 'Python Programming', 'Web Scraping']"
